trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1233,False,"{'a': 0.001, 'e': 0.3314087608912611}",30,17,27.015425658557405,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1234,False,"{'a': 0.001, 'e': 0.33046510807172985}",30,7,-15.75555690366084,"{0: 17, 1: 4, 2: 2, 3: 0, 4: 0}",1
1235,False,"{'a': 0.001, 'e': 0.32952112478711787}",30,0,-19.9492525664657,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",0
1236,False,"{'a': 0.001, 'e': 0.3285768119814088}",20,0,25.94149721727097,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1237,False,"{'a': 0.001, 'e': 0.3276321705989149}",25,0,-4.17193515591189,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
1238,False,"{'a': 0.001, 'e': 0.3266872015842779}",20,13,3.23908651255799,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1239,False,"{'a': 0.001, 'e': 0.3257419058824663}",20,0,3.2523188564673173,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
1240,False,"{'a': 0.001, 'e': 0.32479628443877623}",30,21,15.656354375988181,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1241,False,"{'a': 0.001, 'e': 0.3238503381988286}",25,17,-28.80135404110517,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
1242,False,"{'a': 0.001, 'e': 0.3229040681085699}",25,5,19.53897603211632,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1243,False,"{'a': 0.001, 'e': 0.3219574751142698}",25,5,0.6927757902690324,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
1244,False,"{'a': 0.001, 'e': 0.32101056016252166}",25,17,13.423131169237209,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1245,False,"{'a': 0.001, 'e': 0.32006332420023986}",30,1,-117.22681287461367,"{0: 23, 1: 0, 2: 3, 3: 0, 4: 3}",1
1246,False,"{'a': 0.001, 'e': 0.3191157681746608}",25,12,19.631795235878414,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1247,False,"{'a': 0.001, 'e': 0.31816789303333987}",25,0,-62.68692146186389,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
1248,False,"{'a': 0.001, 'e': 0.3172196997241527}",20,0,-27.99702686610601,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
1249,False,"{'a': 0.001, 'e': 0.316271189195292}",25,9,30.71899241103243,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1250,False,"{'a': 0.001, 'e': 0.3153223623952687}",20,14,-15.47060244600696,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 0}",1
1251,False,"{'a': 0.001, 'e': 0.31437322027290904}",25,19,5.294771851008969,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
1252,False,"{'a': 0.001, 'e': 0.3134237637773555}",25,13,-17.79088547815343,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1253,False,"{'a': 0.001, 'e': 0.3124739938580641}",25,12,-11.621273127374508,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
1254,False,"{'a': 0.001, 'e': 0.3115239114648051}",20,13,-27.60382016892416,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
1255,False,"{'a': 0.001, 'e': 0.3105735175476604}",20,16,9.217337549763588,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1256,False,"{'a': 0.001, 'e': 0.3096228130570242}",20,9,-23.84189334777673,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
1257,False,"{'a': 0.001, 'e': 0.3086717989436006}",20,13,-0.9425468929556524,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1258,False,"{'a': 0.001, 'e': 0.3077204761584039}",25,13,-29.028747986013606,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
1259,False,"{'a': 0.001, 'e': 0.3067688456527566}",20,0,15.495918341670905,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
1260,False,"{'a': 0.001, 'e': 0.30581690837828934}",20,9,20.06928606565017,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1261,False,"{'a': 0.001, 'e': 0.30486466528693895}",25,6,19.293118126833242,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1262,False,"{'a': 0.001, 'e': 0.3039121173309489}",30,6,23.999586851666372,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 0}",1
1263,False,"{'a': 0.001, 'e': 0.3029592654628667}",20,13,15.410038902740698,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1264,False,"{'a': 0.001, 'e': 0.30200611063554444}",30,13,22.787558961734245,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1265,False,"{'a': 0.001, 'e': 0.3010526538021365}",25,4,-8.29223441549681,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 1}",1
1266,False,"{'a': 0.001, 'e': 0.3000988959161001}",20,16,6.841318376518384,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1267,False,"{'a': 0.001, 'e': 0.29914483793119256}",25,2,14.809857529676085,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 0}",1
1268,False,"{'a': 0.001, 'e': 0.2981904808014722}",20,8,14.375567585135986,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1269,False,"{'a': 0.001, 'e': 0.29723582548129573}",35,11,-12.241733998483715,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 0}",1
1270,False,"{'a': 0.001, 'e': 0.29628087292531874}",20,2,4.417829560881937,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
1271,False,"{'a': 0.001, 'e': 0.2953256240884933}",20,11,3.944853783814958,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1272,False,"{'a': 0.001, 'e': 0.29437007992606856}",25,17,17.61849573686842,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1273,False,"{'a': 0.001, 'e': 0.29341424139358824}",25,11,13.760301170180494,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1274,False,"{'a': 0.001, 'e': 0.29245810944689116}",20,13,2.5693959711529555,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1275,False,"{'a': 0.001, 'e': 0.2915016850421088}",30,16,16.12483524956724,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1276,False,"{'a': 0.001, 'e': 0.29054496913566596}",25,13,-18.23248841162672,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1277,False,"{'a': 0.001, 'e': 0.28958796268427794}",30,4,-16.569860257585763,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 1}",1
1278,False,"{'a': 0.001, 'e': 0.2886306666449516}",30,8,-19.07913154765869,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
1279,False,"{'a': 0.001, 'e': 0.2876730819749824}",20,2,-22.233241582454074,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
1280,False,"{'a': 0.001, 'e': 0.2867152096319555}",25,13,13.57660758959139,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1281,False,"{'a': 0.001, 'e': 0.2857570505737428}",25,16,-27.90639401723479,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
1282,False,"{'a': 0.001, 'e': 0.28479860575850313}",20,6,19.44062597980809,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1283,False,"{'a': 0.001, 'e': 0.28383987614468165}",25,0,-27.891186747647744,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
1284,False,"{'a': 0.001, 'e': 0.2828808626910075}",20,0,16.001973809200944,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1285,False,"{'a': 0.001, 'e': 0.2819215663564944}",30,8,-34.875342516634724,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 1}",1
1286,False,"{'a': 0.001, 'e': 0.28096198810043826}",30,16,13.92020659462652,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
1287,False,"{'a': 0.001, 'e': 0.2800021288824176}",30,14,13.201782213757603,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
1288,False,"{'a': 0.001, 'e': 0.2790419896622912}",25,11,-12.80743673063778,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
1289,False,"{'a': 0.001, 'e': 0.2780815714001986}",30,4,-10.20670275930401,"{0: 21, 1: 1, 2: 4, 3: 0, 4: 0}",1
1290,False,"{'a': 0.001, 'e': 0.2771208750565576}",25,12,20.36063524807764,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1291,False,"{'a': 0.001, 'e': 0.2761599015920648}",25,14,9.547043427677934,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1292,False,"{'a': 0.001, 'e': 0.2751986519676933}",25,0,41.21816823734774,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1293,False,"{'a': 0.001, 'e': 0.27423712714469284}",20,8,-38.045491839188514,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
1294,False,"{'a': 0.001, 'e': 0.273275328084588}",25,2,-8.448873650166,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 0}",1
1295,False,"{'a': 0.001, 'e': 0.272313255749178}",25,7,30.116004805904435,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1296,False,"{'a': 0.001, 'e': 0.2713509111005347}",25,0,16.240257377804284,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
1297,False,"{'a': 0.001, 'e': 0.27038829510100315}",30,16,14.398860016905825,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1298,False,"{'a': 0.001, 'e': 0.26942540871319887}",25,15,18.53651925031067,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1299,False,"{'a': 0.001, 'e': 0.26846225290000847}",20,3,-12.144257329924041,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
1300,False,"{'a': 0.001, 'e': 0.26749882862458735}",25,9,2.6585290678540545,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
1301,False,"{'a': 0.001, 'e': 0.2665351368503601}",20,13,2.336190073234597,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1302,False,"{'a': 0.001, 'e': 0.265571178541018}",25,3,-89.00877445157997,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 2}",1
1303,False,"{'a': 0.001, 'e': 0.26460695466051976}",20,9,20.918659785855805,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1304,False,"{'a': 0.001, 'e': 0.2636424661730887}",35,0,-119.80016841792967,"{0: 28, 1: 1, 2: 2, 3: 1, 4: 3}",0
1305,False,"{'a': 0.001, 'e': 0.26267771404321355}",30,10,1.5054139213613198,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
1306,False,"{'a': 0.001, 'e': 0.2617126992356461}",20,8,-14.141289396876264,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
1307,False,"{'a': 0.001, 'e': 0.26074742271540147}",25,0,-41.997338159460355,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
1308,False,"{'a': 0.001, 'e': 0.25978188544775555}",25,17,-37.39541961448838,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
1309,False,"{'a': 0.001, 'e': 0.2588160883982461}",20,10,18.756815342655457,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1310,False,"{'a': 0.001, 'e': 0.2578500325326696}",35,9,22.18062178523426,"{0: 24, 1: 0, 2: 2, 3: 0, 4: 0}",1
1311,False,"{'a': 0.001, 'e': 0.2568837188170823}",25,0,-15.539490976896271,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
1312,False,"{'a': 0.001, 'e': 0.2559171482177973}",20,6,-7.819994800508999,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
1313,False,"{'a': 0.001, 'e': 0.2549503217013857}",20,16,9.302210807985876,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1314,False,"{'a': 0.001, 'e': 0.2539832402346734}",20,14,10.95735555302739,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1315,False,"{'a': 0.001, 'e': 0.25301590478474223}",20,14,11.635004071953814,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1316,False,"{'a': 0.001, 'e': 0.25204831631892716}",20,6,17.579345122235,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1317,False,"{'a': 0.001, 'e': 0.25108047580481696}",25,6,8.962948499534523,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
1318,False,"{'a': 0.001, 'e': 0.2501123842102517}",30,10,-20.4322836447718,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
1319,False,"{'a': 0.001, 'e': 0.24914404250332328}",30,12,-19.207418763759414,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
1320,False,"{'a': 0.001, 'e': 0.2481754516523729}",25,11,5.102864816846152,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
1321,False,"{'a': 0.001, 'e': 0.24720661262599175}",25,16,5.410979935161296,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1322,False,"{'a': 0.001, 'e': 0.24623752639301838}",20,0,-40.49628800592086,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
1323,False,"{'a': 0.001, 'e': 0.24526819392253935}",25,0,20.073334725390083,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
1324,False,"{'a': 0.001, 'e': 0.24429861618388662}",25,11,19.76167234558547,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1325,False,"{'a': 0.001, 'e': 0.24332879414663827}",20,15,-4.395087459482226,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
1326,False,"{'a': 0.001, 'e': 0.24235872878061585}",25,16,10.274806699193707,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1327,False,"{'a': 0.001, 'e': 0.24138842105588507}",25,13,22.304442400489158,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1328,False,"{'a': 0.001, 'e': 0.2404178719427531}",25,11,16.204585894972283,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1329,False,"{'a': 0.001, 'e': 0.23944708241176946}",30,15,30.27094162113239,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1330,False,"{'a': 0.001, 'e': 0.23847605343372313}",20,9,20.10195930789623,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1331,False,"{'a': 0.001, 'e': 0.23750478597964347}",20,0,-18.568085500126276,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
1332,False,"{'a': 0.001, 'e': 0.2365332810207974}",25,17,15.141667481474585,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1333,False,"{'a': 0.001, 'e': 0.23556153952869024}",20,0,-3.5387592445537788,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
1334,False,"{'a': 0.001, 'e': 0.23458956247506296}",20,12,-24.400634410389262,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
1335,False,"{'a': 0.001, 'e': 0.233617350831893}",20,6,16.00593453465058,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1336,False,"{'a': 0.001, 'e': 0.23264490557139142}",35,5,22.364696158966936,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",1
1337,False,"{'a': 0.001, 'e': 0.2316722276660039}",30,12,35.99606177807387,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1338,False,"{'a': 0.001, 'e': 0.2306993180884078}",20,11,-37.6630338491121,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
1339,False,"{'a': 0.001, 'e': 0.22972617781151303}",30,7,7.381850468047408,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 0}",1
1340,False,"{'a': 0.001, 'e': 0.22875280780845939}",35,21,-45.21436269830651,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 1}",1
1341,False,"{'a': 0.001, 'e': 0.22777920905261723}",35,20,-11.20094384034177,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
1342,False,"{'a': 0.001, 'e': 0.22680538251758475}",20,0,-24.929076462614375,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
1343,False,"{'a': 0.001, 'e': 0.2258313291771889}",20,7,5.136334401238783,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
1344,False,"{'a': 0.001, 'e': 0.22485705000548248}",20,13,-1.4315810406742524,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1345,False,"{'a': 0.001, 'e': 0.22388254597674498}",20,8,10.545972927251915,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1346,False,"{'a': 0.001, 'e': 0.22290781806547996}",30,19,22.388488990532565,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1347,False,"{'a': 0.001, 'e': 0.22193286724641567}",20,13,12.1522055750721,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1348,False,"{'a': 0.001, 'e': 0.22095769449450242}",25,14,17.39941835581669,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1349,False,"{'a': 0.001, 'e': 0.2199823007849133}",20,9,5.920774507368577,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1350,False,"{'a': 0.001, 'e': 0.2190066870930415}",20,11,17.78701980078748,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1351,False,"{'a': 0.001, 'e': 0.21803085439450107}",20,6,2.3859047270031253,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
1352,False,"{'a': 0.001, 'e': 0.2170548036651242}",20,3,28.577373731832125,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1353,False,"{'a': 0.001, 'e': 0.21607853588096199}",20,16,8.57647049158571,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1354,False,"{'a': 0.001, 'e': 0.21510205201828167}",35,11,-1.8542435376269855,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 0}",1
1355,False,"{'a': 0.001, 'e': 0.21412535305356747}",20,11,13.03125534973507,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1356,False,"{'a': 0.001, 'e': 0.21314843996351787}",25,18,6.277326759984678,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1357,False,"{'a': 0.001, 'e': 0.21217131372504627}",30,19,-45.48459549079455,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 1}",1
1358,False,"{'a': 0.001, 'e': 0.2111939753152784}",30,13,23.14713750912402,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1359,False,"{'a': 0.001, 'e': 0.21021642571155302}",20,1,13.980188222718409,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
1360,False,"{'a': 0.001, 'e': 0.20923866589141926}",25,13,5.599554581736191,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1361,False,"{'a': 0.001, 'e': 0.20826069683263726}",20,14,13.331189067114453,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1362,False,"{'a': 0.001, 'e': 0.20728251951317556}",20,6,15.604842176299636,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1363,False,"{'a': 0.001, 'e': 0.20630413491121183}",35,16,-75.34333984185123,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 2}",1
1364,False,"{'a': 0.001, 'e': 0.20532554400513015}",25,17,-36.740562065894075,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
1365,False,"{'a': 0.001, 'e': 0.20434674777352183}",35,17,-51.89674478592225,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 1}",1
1366,False,"{'a': 0.001, 'e': 0.2033677471951825}",20,12,-15.36382194148877,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
1367,False,"{'a': 0.001, 'e': 0.20238854324911318}",20,12,14.57258651065647,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1368,False,"{'a': 0.001, 'e': 0.20140913691451723}",20,8,-18.752804404541045,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1369,False,"{'a': 0.001, 'e': 0.2004295291708014}",25,7,9.349385090180231,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
1370,False,"{'a': 0.001, 'e': 0.19944972099757285}",25,12,-29.911696342280397,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
1371,False,"{'a': 0.001, 'e': 0.19846971337464017}",25,0,37.965932430868314,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1372,False,"{'a': 0.001, 'e': 0.19748950728201042}",25,0,41.250349461640674,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
1373,False,"{'a': 0.001, 'e': 0.19650910369989008}",30,13,20.505441970306883,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1374,False,"{'a': 0.001, 'e': 0.19552850360868218}",20,12,-8.652365209003852,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
1375,False,"{'a': 0.001, 'e': 0.19454770798898718}",20,13,11.648834845500666,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1376,False,"{'a': 0.001, 'e': 0.1935667178216002}",20,13,-11.893099526882349,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
1377,False,"{'a': 0.001, 'e': 0.19258553408751175}",30,7,-44.27967217496651,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 1}",1
1378,False,"{'a': 0.001, 'e': 0.19160415776790501}",25,14,19.375815622311716,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1379,False,"{'a': 0.001, 'e': 0.19062258984415673}",25,11,2.6864739836736575,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1380,False,"{'a': 0.001, 'e': 0.18964083129783424}",20,0,-3.7864129487004865,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
1381,False,"{'a': 0.001, 'e': 0.1886588831106965}",20,15,11.221494558685055,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1382,False,"{'a': 0.001, 'e': 0.18767674626469114}",25,18,11.85831571895476,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1383,False,"{'a': 0.001, 'e': 0.18669442174195539}",20,13,12.531273705957855,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1384,False,"{'a': 0.001, 'e': 0.1857119105248132}",20,10,6.957995903028584,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1385,False,"{'a': 0.001, 'e': 0.1847292135957762}",25,11,31.026266122275445,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1386,False,"{'a': 0.001, 'e': 0.18374633193754078}",25,13,13.546570419919718,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1387,False,"{'a': 0.001, 'e': 0.18276326653298897}",25,11,23.587963614632308,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1388,False,"{'a': 0.001, 'e': 0.18178001836518562}",25,8,32.350734958503146,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1389,False,"{'a': 0.001, 'e': 0.18079658841737928}",35,23,20.18139461447174,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1390,False,"{'a': 0.001, 'e': 0.17981297767299936}",25,5,34.69037639742872,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1391,False,"{'a': 0.001, 'e': 0.17882918711565696}",25,13,18.87390435418648,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1392,False,"{'a': 0.001, 'e': 0.17784521772914216}",25,15,6.432741562323204,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1393,False,"{'a': 0.001, 'e': 0.17686107049742464}",20,14,11.034013345136506,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1394,False,"{'a': 0.001, 'e': 0.17587674640465117}",25,11,29.573183351759532,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1395,False,"{'a': 0.001, 'e': 0.17489224643514614}",20,14,1.1247365157473954,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1396,False,"{'a': 0.001, 'e': 0.17390757157340905}",25,15,-1.3912415707981456,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
1397,False,"{'a': 0.001, 'e': 0.1729227228041151}",25,10,-43.17258719310854,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 1}",1
1398,False,"{'a': 0.001, 'e': 0.17193770111211254}",25,15,-28.384913753481108,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
1399,False,"{'a': 0.001, 'e': 0.17095250748242338}",25,0,29.755088498103206,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1400,False,"{'a': 0.001, 'e': 0.16996714290024081}",20,11,13.061424399161357,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1401,False,"{'a': 0.001, 'e': 0.1689816083509297}",20,7,-28.787627802249357,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
1402,False,"{'a': 0.001, 'e': 0.1679959048200241}",25,13,21.055922259999576,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1403,False,"{'a': 0.001, 'e': 0.16701003329322792}",25,8,26.718005791075278,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1404,False,"{'a': 0.001, 'e': 0.1660239947564121}",25,3,-13.063669766443224,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
1405,False,"{'a': 0.001, 'e': 0.16503779019561562}",30,8,17.820860376349998,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
1406,False,"{'a': 0.001, 'e': 0.16405142059704247}",25,15,16.96369469998664,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1407,False,"{'a': 0.001, 'e': 0.16306488694706261}",20,6,12.927626669673376,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1408,False,"{'a': 0.001, 'e': 0.1620781902322094}",25,11,27.155600920766524,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1409,False,"{'a': 0.001, 'e': 0.16109133143917923}",25,14,-2.518334605640142,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
1410,False,"{'a': 0.001, 'e': 0.16010431155483126}",25,14,19.327833779072527,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1411,False,"{'a': 0.001, 'e': 0.15911713156618487}",25,1,17.36684779683057,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 0}",1
1412,False,"{'a': 0.001, 'e': 0.1581297924604204}",20,13,14.482318056615824,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1413,False,"{'a': 0.001, 'e': 0.1571422952248764}",25,0,3.7195803966335212,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",1
1414,False,"{'a': 0.001, 'e': 0.15615464084705052}",25,5,-30.323287089741157,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",1
